Type,Song,Artists,Main Artist,Year,Lyrics search URL,Lyrics
Bongo,Kajiandae,Ali Kiba ft. M.I Abaga,Ali Kiba,2018,https://www.google.com/search?q=Kajiandae+lyrics,"Oh cherie
Usione nachelewa
Mwenzako nafanya mipango
Tupate riziki kidogo
Yo mamii
Usione nachelewa
Yote sababu mipango utasubiri kidogo
My moonlight
My sunshine
My moonlight
My moonlight
My sunshine
My moonlight
Nimekuwa kama daladala
Kutwa kuchwa kwa barabara
Kuzichanga hizo gwalagwala nikutunze mama
Nimekuwa kama daladala
Kutwa kuchwa kwa barabara
Kuzichanga hizo gwalagwala nikutunze mama
Basi mamii ooh
Kajiandae
We jiandae andae
Vunja kabati kidogo
Kajiandae
We jiandae andae
Basi mamii ooh
Kajiandae
We jiandae andae
Nikutoe out kidogo
Kajiandae
We jiandae andae
Mimi nakuja oooh
Kajiandae
We jiandae andae
Kuna foleni kidogo
Kajiandae
We jiandae andae
Mamii mamii ooh
Kajiandae
We jiandae andae
Nimepata visenti kidogo
Kajiandae
We jiandae andae
Kajiandae
Imeandikwa kila mtu na msalaba wake
Na we ndio ndo roho yangu mi nataka utoke
Alichonipa Mungu mimi unakijua
Sina haja ya kujitutumua nikaumia
Ile saa aloniachia babu unaikumbuka
Mimi niliuza jana ili tupate pesa
Kwanza uvae upendeze na tabasamu lako
Uhai kwangu mimi kwenye upini wako
Mshahara bado mashaka kazini sijalipwa
Liwezekanalo leo lisingoje kesho
We ndo raha yangu
Na mimi ndo raha yako
Umejawa roho yangu
Kajiandae
Basi mamii ooh
Kajiandae
We jiandae andae
Vunja kabati kidogo
Kajiandae
We jiandae andae
Basi mamii ooh
Kajiandae
We jiandae andae
Nikutoe out kidogo
Kajiandae
We jiandae andae
Mimi nakuja oooh
Kajiandae
We jiandae andae
Kuna foleni kidogo
Kajiandae
We jiandae andae
Mamii mamii ooh
Kajiandae
We jiandae andae
Nimepata visenti kidogo
Kajiandae
We jiandae andae
Kajiandae
Wewe na mimi mimi ooh
Ujiandaee ooh
Najua siku moja moja raha
Si haba uko nami
Kajiandae
We jiandae
We jiandae andae
We jiandae
We jiandae andae
We jiandae
We jiandae andae
We jiandae"
Bongo,Salome,Saida Karoli,Saida Karoli,2016,https://www.google.com/search?q=Salome+lyrics,"Kioo hakidanganyi mama
Umejipodoa umepodoka
Mwendo na shepu, vyote mwanana
Mimi suruali yanidondoka
Tukimbizane nini Salome wangu?
Iyo michezo ya jogoo
Mbona watizama chini salome wangu
Ukimuona jongoo
Inama kidogo, shika magoti
Mimi nimesimama kama ngongoti
Mtoto jojo, sio roboti
Chumbani bingili bingili somersault
Unanitekenyaga ukinyonga salome
Unanitekenyaga ukinyonga
Unatikenyaga ukinyonga kweli
Unanitekenyaga ukinyonga Aaaha!
Hoera makulu vane, hoera ngambe
Hoera na Zari, hoera ngambe
Utamu kolea aprookoto
Ting'ali ting'ali ndani kwa moto
Nitamnyongea, msokoto
Niteme sumu kali kama kobokoo
Eeeh Mapenzi yananipa shida
Shida maama, ni donda lisilokuwa na tiba
Tiba bwana, usije baby kanicharanga
Kanichambua moyo kama karanga
Mie baby kwenye msambwanda, huwa sienda
Ngenge ni nganganga
Unanitekenyaga ukinyonga salome
Unanitekenyaga ukinyonga
Unatikenyaga ukinyonga kweli
Unanitekenyaga ukinyonga Aaaha!
Hoera makulu vane, hoera ngambe
Hoera na Zari, hoera ngambe
Mie mwenzako nyang'anyang'a
Mie binzari we ndo nyanya
Baby kwangwaru
Isimamie kama kangaroo
Ibane kangwaru
Babu Juma mpige kwakwaru
Kwakwaru kwakwa
Chambua kama karanga sasa
Chambua kama karanga
Ichambue kama karanga Salome
Chambua kama karanga
I say washa washa moto washa
Songa songa ugali songa songa
Mpaka chini mpaka chini
Wenye wivu wajinyonge leo
Wanye wivu wajiinyonge
Wenye wivu wajinyonge Salome
Wenye wivu wajinyonge
Wenye wivu wajinyonge kweli
Wanakodoa kodo wanakodoa (macho kodo)
(Wale kodo)
Ukinyonga (wanakodoa kodo wanakodoa)
Ukisonga (wanakodoa kodo wanakodoa)"
Bongo,Kipenda Roho,Diamond Platnumz,Diamond Platnumz,2012,https://www.google.com/search?q=Kipenda Roho+lyrics,
Bongo,Nishike,Sauti Sol,Sauti Sol,2013,https://www.google.com/search?q=Nishike+lyrics,"Turn off the lights pretty baby
Put on some make love song
Turn down the noise pretty darling
Play me some Sauti Sol
Nimeshikwa na mahanjam, mahanjam
Zanipanda mahanjam
Let me whisper in your ear
Baby get me right and clear
Oooh nikushike Nikushike Nikushike baby Nikushike
Until you say aaaaaaaaaaaaaaaaaiiii
I'm gonna make you say aiyaiya
Its me and you
Baby, let's get in the mood
Hey you with a pretty little smile
I wanna see the light just shining in your eyes,
You know what to do
So, zima zima taa
Washa, washa mishumaa
Pandisha mzuka baby sasa twende kazi
Tamu kama wali wa nazi
Nakuomba baby unishike (Unishike),
Unishike mpenzi (Unishike),
Unishike (Unishike) No no no no no no no no,
Until you say aaaaaaaaai
Until you say aaaaaaaaai
Mmmh I wanna hold you tighter and sweeter
Lets make love tonight
I wanna kiss you tender and deeper
Lets make la, la, la, la, love
I wanna hold you tighter, and sweeter
Lets make love tonight
I wanna kiss you tender, and deeper
Lets make, lets make, lets make love
La la la la la la la la la la la long love babe
Lets make love
La la la la la la la la la la la long loving
And baby when you,
Tease me, tease me, tease me, tease me, te tease me baby
Put your arms around my body ey ey ey ey eeh
Uuuuuh nishike baby (Unishike)
Touch me baibe (Unishike)
Oooh hold me honey (Unishike)
Yeah yeah yeah yeah yeah yeah
Oooh nishike (Unishike)"
Bongo,Mapenzi Yanarun Dunia,Ali Kiba,Ali Kiba,2007,https://www.google.com/search?q=Mapenzi Yanarun Dunia+lyrics,"… Hey ooh ooh mmh mmh (chally)
Hey hey, heey ooh ooh
… Sikatai yule muonyesha wivu
Ndiye mwenye mapenzi ya kweli kwa mwenzi
Lakini pia uvumilivu
Na vitendo vya karaha vilimuumiza
… Mwenzio mimi ni mtulivu
Na kuiba mali ya mtu sijafunzwa
Ona dhambi lawama
Ulonipa mimi leo inaniuma eh
… Fikira zako ziko vibaya
Na kudhani ya kwamba yule demu nilimpenda
Ni kweli nilimpenda
Lakini ni kama rafiki wa mtima
… Haya ulofanya leo
Ikifika kesho utajibu nini kiama
Kwa yale yote mapendo ni kama kioo
Aliyokupa niliyaona
… Ukadhani anakusaliti kutoka kwako
Na kuwa mimi naye (mimi na yeye)
Kutokana na wako wivu
Ukadariki kumuacha ajiue
… Kwa nini why?
Unatema Big G kwa karanga za kuonjeshwa
Najua mwanamke akipenda
Huwa kapenda kweli
… Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia aaah (show real love)
… Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (show real love)
… Feel free to love (wowoow)
Feel free to love (wowoow)
Mmh mmh (wowoow)
… Wajua kuna waliobadilisha dini
Na yote sababu ya kupenda
Na kuna walokimbia hii Dunia
Sababu hiyo hiyo kupenda
… Yule alikupenda sana
Minajua na mambo mengi umefanya ilala
Bestee wangu nilimpenda
Umefanya mpaka sasa kajiua
… Fikira zako ziko vibaya
Na kudhani ya kwamba yule demu nilimpenda
Ni kweli nilimpenda
Lakini ni kama rafiki wa mtima
… Haya ulofanya leo
Ikifika kesho utajibu nini kiama
Kwa yale yote mapendo ni kama kioo
Aliyokupa niliyaona
… Ukadhani anakusaliti kutoka kwako
Na kuwa mimi naye (mimi na yeye)
Kutokana na wako wivu
Ukadariki kumuacha ajiue
… Kwa nini why?
Unatema Big G kwa karanga za kuonjeshwa
Najua mwanamke akipenda
Huwa kapenda kweli
… Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia aah (show real love)
… Mapenzi yana-run dunia (mapenzi yana-run dunia)
(Hii dunia hii dunia)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
(Dunia ooh ooh)
Mapenzi yana-run dunia (mapenzi yana-run dunia)
Mapenzi yana-run dunia aaah (show real love)
… Feel free to love (wowoow wowoow)
Feel free to love (wowoow wowoow)
Mapenzi yana-run dunia (wowoow wowoow)
… ... Mapenzi yana-run dunia dunia aah aah (dunia)
Ally wa real love mapenzi yana-run dunia
Eh eeh eeh (... Run dunia)
… Feel free of love (eeh eh eh)
Feel free to love (eh eh)
Feel free to love (feel feel) (eeh eh eh)
Feel free to love
Feel free to love (feel free to love)
… Feel free to love (wowoow, wowoow)
Feel free to love (wowoow, wowoow)
Feel free to love
… Feel free to love
Feel free to love
Feel free to love
Feel free to love
… Feel free to love (Chally)
Feel free to love
Feel free to love
Feel free to love eh
… Eeh eh eh, eh eeh
Eeh eh eh, eh eeh"
Bongo,Zilipendwa,"Diamond Platnumz ft. Harmonize, Rayvanny, Rich Mavoko, Lava Lava, Queen Darleen",Diamond Platnumz,2017,https://www.google.com/search?q=Zilipendwa+lyrics,"Oooh! hizo ni zama za kale
Oooh! Sangulo na pepe kale,
Zilipendwa
Eh! Kizamani, kutoa card na maua (zilipendwa)
Wanataka money ukilipa unakwarua (zilipendwa)
Ufundi kitandani, sio maguvu kujikamua (zilipendwa)
Unafika ndani, hujatomasa unachanua (zilipendwa)
Wanawake wa leo wanataka mikakati
Ukiwa mzugaji haki ya mungu huwapati (zilipendwa)
Mapenzi ya video yatakutoa kamasi
Eti nikinywa maji nakuona kwenye glass (zilipendwa)
Eeh! kupiga chabo getto (zilipendwa)
Mkono na dettol (zilipendwa)
Sunche na kapeto (zilipendwa)
Majay na Mobeto (zilipendwa)
Oooh! Hizo ni zama za kale
Oooh! Sangulo na Pepe kale
Mmm bolingo ndombolo (zilipendwa)
Twanga chipolopolo (zilipendwa)
Na maji ya kandoro (zilipendwa)
Simba wa Morogoro (zilipendwa)
Tani sipati sukari guru kabisa (zilipendwa)
Hivi yuko wapi Mb Dogg wa Latifa (zilipendwa)
Babu Tale wapi papa misifa (zilipendwa)
Siku hizi party hatuendagi Ibiza (zilipendwa)
Mpira na Pele (zilipendwa)
Tanu na Nyerere (zilipendwa)
Asha Ngedere (zilipendwa)
Arusi mabele (zilipendwa)
Eti Uuze nyumba uweke heshima bar
Eti Ulazimishe aliyekukataa
Sabuni Kicherema (zilipendwa)
Mabanda ya Cinema (zilipendwa)
Lipumba na lema (zilipendwa)
Diamond na Wema (zilipendwa)
Ooh hizo ni zama za kale (zama za zamani)
Ooh Sangulo na pepe kale (yoyoyo)
Mmm... na sogi dogg(zilipendwa)
Chanel analogy (zilipendwa)
Movie za saibogy (zilipendwa)
Van Dame, Anod (zilipendwa)
Una nibeep nikupigie umeiweka vocha (haloo)
Ule wewe nilipe mie umeniona Lofa
Tena na madada wenye majina acheni visa
Unaitwa ukale diner mnakwenda Tisa
Nywele za kichina (zilipendwa)
Pochi za kuazima (zilipendwa)
Zena na betina (zilipendwa)
Bashite gwajima (zilipendwa)
Ooh hizo ni zama za kale (zama za zamani)
Ooh Sangulo na pepe kale (yoyoyo)
Mmm Amitabh Bachchan (zilipendwa)
Tv kwa jirani(zilipendwa)
Madee Rayvany (zilipendwa)
Zari Ivan (zilipendwa)
Yanini kunichunguza naish wapi (zilipendwa)
Nala, chapati kwa maini au makange (zilipendwa)
Kutwa kunikalia chini unakamati
Oh ya Rabi masikini kuni dhihaki
Ah sampamba pangala (zilipendwa)
P Funk Kajala (zilipendwa)
Onyango na Jangala (zilipendwa)
Rufufu mkandala (zilipendwa)
Vya nini vidomo domo tutupiane tunguli
Kisa pesa za mkopo msimu wa Magufuli
Ah, Bongoman yondo (zilipendwa)
Sikinde Msondo (zilipendwa)
Magari ya Udongo (zilipendwa)
Babu wa Loliondo (zilipendwa)
Ooh hizo ni zama za kale (zilivumaga sana)
Ooh Sangulo na pepe kale (yoyoyo)
Ah Tv za kichogo (zilipendwa)
Wakina Man Dojo (zilipendwa)
____na Iyobo (zilipendwa)
Akina Hatupogo (zilipendwa)
Eti msiba ukiona Bundi unataka kupagawa
Tulale makundi makundi kuogopa popo bawa
Zuwena nitampata wapi (zilipendwa)
Zuwena wa zile nyakati eh (zilipendwa)
Kujifanya mapanga sunna wamepinda
Wengine wabeba vyuma na hakuna marinda
Iddi Amini dada(zilipendwa)
Miuno ya H Baba (zilipendwa)
Domo Chai Jabba (zilipendwa)
Michezo ya kibaba baba (zilipendwa)
Wale wapiga deal sasa hali mbaya (zilipendwa)
Hizi zama za Magufuli si za Jakaya (zilipendwa)
Ugomvi wa Mr.Nice na Dudu Baya (zilipendwa)
Vikatuni vya madenge baba ubaya (zilipendwa)
Muhogo mchungu mr.bean, wapi bambo (zilipendwa)
Wale wazamiaji wale wa melini wazee wang'ambo
Hivi yuko wapi Banjamini wa Mambo Jambo
Wa Vietnam waporini vita na Rambo
Eh ndanda Mjela jela (zilipendwa)
Kidali Kombolela (zilipendwa)
Max na Zembwela (zilipendwa)
Juma Nature na fela (zilipendwa)
Ooh hizo ni zama za kale (zama za zamani)
Ooh Sangulo na pepe kale (yoyoyo)
Mmm kamanda Daz Nunda (zilipendwa)
Kalumanzila Ndumba (zilipendwa)
Simu za Dole gumba (zilipendwa)
Johari na Kanumba (zilipendwa)
Wasafii
Zilipendwa, zilipendwa
Zilipendwa, zilipendwa
Ohlilelelileeee
Zilipendwa"
Bongo,Naomba,Lady Jaydee,Lady Jaydee,2016,https://www.google.com/search?q=Naomba+lyrics,
Bongo,Malaika,Nyashinski,Nyashinski,2016,https://www.google.com/search?q=Malaika+lyrics,"Malaika
Nakupenda malaika
Malaika
Nakupenda malaika
Ningekuoa mali we
Ningekuoa dada
Nashindwa na mali sina we
Ningekuoa malaika
Nashindwa na mali sina we
Ningekuoa malaika
Pesa
Zasumbua roho yangu
Pesa
Zasumbua roho yangu
Nami nifanyeje, kijana mwenzio
Nashindwa na mali sina we
Ningekuoa malaika
Nashindwa na mali sina we
Ningekuoa malaika
Kidege
Hukuwaza kidege
Kidege
Hukuwaza kidege
Nami nifanyeje, kijana mwenzio
Nashindwa na mali sina, we
Ningekuoa malaika
Nashindwa na mali sina, we
Ningekuoa malaika
Malaika
Nakupenda malaika
Malaika
Nakupenda malaika
Nami nifanyeje, kijana mwenzio
Nashindwa na mali sina we
Oh, ningekuoa malaika
Nashindwa na mali sina we
Yes, I love you my angel
I said, I love you my angel
Ningekuoa malaika
Ningekuoa malaika"
Bongo,Nataka Nimuone,Mr. Nice,Mr. Nice,2005,https://www.google.com/search?q=Nataka Nimuone+lyrics,
Bongo,Nitakupwelepweta,Bushoke,Bushoke,2005,https://www.google.com/search?q=Nitakupwelepweta+lyrics,
Bongo,Zigo,AY ft. Diamond Platnumz,AY,2014,https://www.google.com/search?q=Zigo+lyrics,"Verse 1 – AY
Picha linaanza nshadata
Picha linaanza nshawaka
Picha linaanza nshachanganyikiwa
Picha linaanza nshadata
Ukweli mie amenikamata
Kwa jinsi navyomuangalia
Akinipatia nami sitamuacha
Kwa nyuma ananipa mineso
Moyoni ananipa mateso
Wa kishua ila matendo ya ghetto
Mtamu na hapendi vya dezo
Nakula kwa macho, 5 star girl si mchezo
Emu ona, emu ona

Chorus – AY
Ukweli mie amenikamata
Kwa jinsi navyomuangalia
Akinipatia nami sitamuacha

Verse 2 – Diamond Platnumz
Aa aah ana rangi flani ya kimanga
Lugha lafudhi ya kitanga
Usiombe akapita na khanga (wu!)
Nyuma figusu majanga (wu!)
Ana mwendo wa kung’onya
Tena alivyoshona
Umbo kama katuni wa kuchora
Aah Singida-Dodoma, kitandani Sodoma
Kiuno kama nyuki, dondora
Maneno ya watu sumu yana hila
Wasije leta referee ka mpira
Chunga katu usije ukanzira
Nkashikwa na uchizi yaani utaila
(Rooh!)
Mtoto yani mukidi mukide
Mpaka ndani shigidi shigide
Hasa aki-lick D, lick De
Ye ndo mama Chibudi Chibude eh

Chorus – AY
Ukweli mie amenikamata
Kwa jinsi navyomuangalia
Akinipatia nami sitamuacha

Bridge 1 – AY
Too se-too sex yeah man
Buzye-buzye ni amani
Mungu ameumba hapa, yeah man
Natamani nikaseme nae, yeah man
x2

Bridge 2 - AY
Naamini amezaliwa ili mimi niwe nae eh
Mpaka sasa nimechanganyikiwa
Akaja ye awe nami

Diamond Platnumz
Mutoto yani mukidi mukide
Mpaka ndani shigidi shigide
Hasa aki-lick D, lick De
Ye ndo mama Chibudi Chibude eh

AY
Naamini amezaliwa ili mimi niwe nae
Mpaka sasa nimechanganyikiwa
Akaja ye awe nami

Iwe iwe iwe
Iwe iwe hii ndoto
Ni tamu mpaka utamu umepitiliza
Akikaa na wengine wanachukiza
Shika leka dige yeah man
Ngoja niongeze bidii yeah man
Ukute hili zali langu yeah man
Nikapige masinema nae yeah man
Sheaaa!

Bridge 3 – AY
Yessaya!
Nakula kwa macho
Kwa macho
Nakula kwa macho
Kwa macho
Nakula kwa macho
Kwa macho

Chorus – AY
Ukweli mie amenikamata
Kwa jinsi navyomuangalia
Akinipatia nami sitamuacha"
Bongo,Mwana,Ali Kiba,Ali Kiba,2013,https://www.google.com/search?q=Mwana+lyrics,"Mali ni nyingi nyumbani kipi kimekukimbiza
Ona babio mamio wote wanakulilia
Mtoto peke yako nyumbani kipi kimekukimbiza
Ona babio mamio wote wanakulilia
Ndani ya Dar es Salaame ulikuja bure
Tena kimwana kimwana hujui Kuchuna
Na zile lawama za wale waliokuzoweza
Ulikuja jana na leo tofauti sana
Tena Bora yule wa Jana, wa leo tofauti sana
Dakika mbili mbele nyuma kichwa kinauma
Tena Bora yule wa Jana, wa Jana leo wa Jana
Dakika mbili mbele nyuma kichwa kinauma
Mbona unawatesa sana
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Mbona unawatesa sana
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Ukaanza kulewa madawa kuvuta kwa sana
Ndani ya Dar es Salaam mambo mataam Hayakukuisha
We bado mtoto kwa mama hujayajua mengi
Mwenda tezi na omo marejeo ngamani
Amesema sana mama dunia tambara bovu
Kuna asali na shubiri, ujana giza na nuru
We mwana wewe mwana, mwana jeuri sana
Ulichokifuata huku pata, umekosa ulivyoacha
Kwa baba yako mwana, na mama yako mwana
Kwa vichache ulivyo vitaka, nivingi ulivyoacha
Mbona unjitesa sana
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Mbona unawatesa sana
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Right, Man Walter
Chiks vallo, combinenga
Pertio loso guitar
Unaleta lawama, wewe unaleta lawama
Unaleta lawama, wewe unaleta lawama
We mwana uwooo
Uchungu wa mwana aujuae mzazii
Siku zote milele
Analiaaa ooh
Kutwa nzima analalama iyee
Obaba mama yakoo
We mwana rudieee
Watafurahi wakikuona
Umerejea salamaa
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee
Omamee omamee omamee yaya mamee"
Bongo,Bado,Harmonize ft. Diamond Platnumz,Harmonize,2016,https://www.google.com/search?q=Bado+lyrics,"Kutwa kidomo wazi, nikifuta na machozi
Huku namuomba Mola unitoke moyoni
Ila ndo siwezi, nakesha ka mlinzi
Maana hata nkilala unaniijia ndotoni (bado)
Asante kwa kuniumiza
Nimejifunza mengi, mwanzo sikuyajua
Katu, naapa kutolipiza
Ila mwambie mapenzi abaki kuyasikia, eeeh
Nakumbuka maneno yako
Hutonikimbia, utabaki nami
Tena ukala na viapo, Taurat, Bibilia
Leo sikuoni ila mwenzako bado
Mwambie bado
(Bado bado, sijapona)
Ila mwenzako bado
Mmh bado
(Bado bado, sijapona)
Misijapona roho
Aa-ah Mola nishike mkono Baba Muumba
Haya ninayoyaona, simanzi
Ah, yaani bora jicho mchanga ningefumba
Huenda ningeshapona, maradhi
Oh maumivu yangu, hayawezi kupona kwa vidonge
Sababu panaponichoma, nikipapasa sipaoni
Kweli peke yangu, umeniacha na unyonge
Kabisa wakanipokonya tonge langu mdomoni
Ona, nakumbuka maneno yako
Hutonikimbia, utabaki nami
Oh, mi ndo mwili, mi roho yako
Yaani umetimia, mbona sikuoni
Ila mwenzako mimi
(Bado bado, bado bado)
Mmh, nambie
(Bado bado, sijapona)
Ila mwenzako bado
(Bado bado, bado bado)
Mmh bado
(Bado bado, sijapona)
Ile roho yangu mama (ibebe)
Inandondoka (ibebe)
Iokote mama (ibebe)
(Chaukucha nsije zima)
Uh roho yangu (ibebe)
Inandondoka (ibebe)
Njoo unshike mama (ibebe)
(Chaukucha nsije zima)
Ah aah, ai wewe (ibebe)
Watanizika mama (ibebe)
Mwenzio taabani (ibebe)
(Chaukucha nsije zima)
Masikini pendo langu (ibebe)
Linandondoka (ibebe)
Niokote mama (ibebe)
(Chaukucha nsije zima)
Ibebe, ibebe
Ibebe, Chaukucha nsije zima
Ibebe, ibebe
Ibebe, Chaukucha nsije zima"
Bongo,Barua,Bahati,Bahati,2013,https://www.google.com/search?q=Barua+lyrics,"Bahati tena eh
Ni furaha Iliyoje Baba naitoa moyoni.
Na Ni furaha iliyoje kwako uisike hewani.

Ni barua ngapi nimeandika kwa njia ya muziki?
Na nyimbo ngapi nimeandika zisizo za riziki?,
Ni barua ngapi nimeandika kwa njia ya muziki?,
Nina nyimbo ngapi nimeandika zisizo za riziki?,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,

Kufunga nikafunga ila siri sitaki wajue,
Msamaha nikaomba kwa magoti nisikuzingue,
Kufunga nikafunga ila siri staki wajue,
Msamaha nikaomba kwa magoti nisikuzingue,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi
Nikikuita Daddy,

Barua yangu ya apenzi nimeona niimbe,
Barua yangu ya mapenzi nimeona niandike,
Barua yangu ya mapenzi nimeona niimbe,
Barua yangu ya mapenzi nimeona niandike,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita Daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikuita Daddy,

Ooh kama mapenzi msalabani ulifanya zaidi,
Na kama kipaji, kwa burudani umekuwa nami,
Ooh kama mapenzi msalabani ulifanya zaidi,
Na kama kipaji wa burudani umekuwa nami
Kuna wengi wanaodai mapenzi kumbe walaghai,
Wana badili face kama kinyonga kamwe hawafai,
Kuna wengi mjini wanaodai mapenzi kumbe hawafai,
Wana badili face kama kinyonga kamwe hawafai,

Nikikuita mpenzi mpenzi mpenzi
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,

Barua yangu ya mapenzi nimeona niimbe,
Barua yangu ya mapenzi nimeona niandike,
Barua yangu ya mapenzi nimeona niimbe,
Barua yangu ya mapenzi nimeona niandike,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikuita daddy,

Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikikuita daddy,
Nikikuita mpenzi mpenzi mpenzi,
Nikuita daddy,"
Bongo,Nataka Kufika,Ommy Dimpoz ft. Vanessa Mdee,Ommy Dimpoz,2015,https://www.google.com/search?q=Nataka Kufika+lyrics,
Bongo,Aje,Ali Kiba,Ali Kiba,2017,https://www.google.com/search?q=Aje+lyrics,"Yeah,
Oh yeah,
Wooah,
Ucheshi na sauti,
Amenifanya nammisi tu
Mwambie asiogope,
Ali ni kipenzi cha watu
Tafanya party nyumbani,
Yoyote kwa ajili yake
Tena asije pekee yake,
Asiogope aje na wenzake
Tafanya party nyumbani,
Yoyote kwa ajili yake
Tena asije pekee yake,
Asiogope aje na rafiki zake
Basi mwambie aje (aje)
Oh aje (aje)
Aje na rafiki zake (aje)
Hasije pekee yake (aje)
Oh aje (aje)
Aje oh aje (aje)
Aje jamani aje (aje)
Aje nammiss aje (aje)
Uzuri wake timilifu, nishamwona na watu maarufu tu,
Kina wema sepetu, nikaomba namba bichwa kanishusha shuu,
Ilinikosesha raha, lulu naye kamdanganya,
Kwamba mi ni wa kwake, aniogope tena hasinichekee
Ilinikosesha raha, lulu naye kamdanganya,
Kwamba mi ni wa kwake, aniogope tena hasinichekee
Basi mwambie aje (aje)
Oh aje (aje)
Aje na rafiki zake (aje)
Hasije pekeake (aje)
Oh aje (aje)
Aje oh aje (aje)
Aje jamani aje (aje)
Aje nammiss aje (aje)
Oh aje, aje na rafiki zake huyo,
Ohhhh
Aje leo, leo oh aye,
Mwambie, ama ni french girl
Niiongee nae hee
Viens mon amour
Je suis quelque du bien
Je vais veille sur moi
Et toi tu vas veille sur moi
C'est toi mal joie
Je ne peux etre content sans toi
Je vais veille sur toi
Je suis quelque du bien
Je vais veille sur moi
Et toi tu vas veille sur moi
C'est toi mal joie
Je ne peux etre content sans toi"
